step,t,wing_q,wing_qd,wing_qdd,airspeed,body_pitch_deg,F_wang_x_L,F_wang_y_L,F_wang_z_L,tau_wang_x_L,tau_wang_y_L,tau_wang_z_L,F_link_x_L,F_link_y_L,F_link_z_L,tau_link_x_L,tau_link_y_L,tau_link_z_L,F_world_x_L,F_world_y_L,F_world_z_L,tau_world_x_L,tau_world_y_L,tau_world_z_L,F_wang_x_R,F_wang_y_R,F_wang_z_R,tau_wang_x_R,tau_wang_y_R,tau_wang_z_R,F_link_x_R,F_link_y_R,F_link_z_R,tau_link_x_R,tau_link_y_R,tau_link_z_R,F_world_x_R,F_world_y_R,F_world_z_R,tau_world_x_R,tau_world_y_R,tau_world_z_R
1719,7.1625,0.4665299251151286,-2.9871377561880474,-73.6714528344986,5.0,15.0,0.0,0.0012377663515508175,0.0,-3.537272641551681e-05,0.0,8.252829866250977e-05,0.0,0.0,0.0012377663515508175,8.252829866250977e-05,-3.537272641551681e-05,0.0,-0.00030054274247959256,0.0004285528266336769,0.0011216425336897373,7.65464355936274e-05,-3.318490053061396e-05,3.3189684472745284e-05,0.0,-0.0012500404845923185,0.0,3.556539741111919e-05,0.0,-8.335418533533812e-05,0.0,0.0,-0.0012500404845923185,-8.335418533533812e-05,3.556539741111919e-05,0.0,0.0003033862740267068,0.0004342320316936821,-0.0011322546051815152,-8.371154399355873e-05,3.33506177412346e-05,-9.640081771067344e-06
1720,7.166666666666667,0.45344984105855596,-3.2898681336964186,-71.60592875175671,5.0,15.0,0.0,0.0006620452040806413,0.0,4.5150009100325406e-05,0.0,4.412429188960232e-05,0.0,0.0,0.0006620452040806413,4.412429188960232e-05,4.5150009100325406e-05,0.0,-0.00016053002036642283,0.00023152671928983182,0.0005991071229800582,4.6707442379556596e-05,4.229907426633872e-05,-3.831399681075709e-06,0.0,-0.0006726238643750548,0.0,-4.5589215005747974e-05,0.0,-4.485392855713144e-05,0.0,0.0,-0.0006726238643750548,-4.485392855713144e-05,-4.5589215005747974e-05,0.0,0.00016301895084325224,0.00023601297289133072,-0.0006083959015086293,-3.918537186109461e-05,-4.269060445949435e-05,-2.706049599510152e-05
1721,7.170833333333333,0.43912688250655346,-3.5835812113262557,-69.34413779557327,5.0,15.0,0.0,8.539360715076327e-05,0.0,-2.168934042856563e-05,0.0,5.593454261543229e-06,0.0,0.0,8.539360715076327e-05,5.593454261543229e-06,-2.168934042856563e-05,0.0,-2.068637331831269e-05,3.0064682505326346e-05,7.720269786659628e-05,3.4264696751051815e-06,-2.0300636606407352e-05,8.823699317872524e-06,0.0,-9.242026135325432e-05,0.0,2.1822575945407152e-05,0.0,-6.2230974435806274e-06,0.0,0.0,-9.242026135325432e-05,-6.2230974435806274e-06,2.1822575945407152e-05,0.0,2.2377793357009068e-05,3.264892802690156e-05,-8.351518772542477e-05,-8.00632915343158e-06,2.04155203391565e-05,5.835836418555118e-06
1722,7.175,0.42360030769293994,-3.8674719419474455,-66.89227937774474,5.0,15.0,0.0,-0.0004975552437826991,0.0,2.1362347979447804e-06,0.0,-3.301409014966339e-05,0.0,0.0,-0.0004975552437826991,-3.301409014966339e-05,2.1362347979447804e-06,0.0,0.00012047182099195197,-0.000175786335603334,-0.0004496075271163136,-3.169382762280293e-05,1.9984693153674016e-06,-9.273680007026996e-06,0.0,0.0004887661198154092,0.0,1.4732575436937623e-05,0.0,3.241219019400887e-05,0.0,0.0,0.0004887661198154092,3.241219019400887e-05,1.4732575436937623e-05,0.0,-0.00011828552669612691,-0.0001732753007672727,0.0004414482391439378,2.9955983336549252e-05,1.3775695151707623e-05,1.3433843378152233e-05
1723,7.179166666666666,0.40691267388003666,-4.140762200800439,-64.25707387176718,5.0,15.0,0.0,-0.0010690269991755486,0.0,-7.489006748073734e-06,0.0,-7.145635026972741e-05,0.0,0.0,-0.0010690269991755486,-7.145635026972741e-05,-7.489006748073734e-06,0.0,0.00025883069611154497,-0.00037779114791192114,-0.0009659706265665591,-6.970652611926198e-05,-7.005765382928075e-06,-1.5937826901790686e-05,0.0,0.0010698847472667694,0.0,1.9220013200538233e-05,0.0,7.116063352441415e-05,0.0,0.0,0.0010698847472667694,7.116063352441415e-05,1.9220013200538233e-05,0.0,-0.0002589088398963213,-0.00037941616028547287,0.0009662623633630574,6.6971784690395e-05,1.7970820408663712e-05,2.5001500034704804e-05
1724,7.183333333333334,0.3891097207121767,-4.402702918281961,-61.445744192760806,5.0,15.0,0.0,-0.0016463503707200289,0.0,-3.191262294421904e-07,0.0,-0.00010976570047205314,0.0,0.0,-0.0016463503707200289,-0.00010976570047205314,-3.191262294421904e-07,0.0,0.0003987771342508495,-0.0005801141960546374,-0.0014882587129250169,-0.00010605464194668457,-2.986585059261415e-07,-2.8300803023739718e-05,0.0,0.0016376723069697618,0.0,4.758394425152801e-07,0.0,0.00010933092562481761,0.0,0.0,0.0016376723069697618,0.00010933092562481761,4.758394425152801e-07,0.0,-0.00039647475932724774,-0.0005791082512587309,0.0014796662144362926,0.00010556202323641628,4.450962478586007e-07,2.8459417080739513e-05
1725,7.1875,0.37024024484652945,-4.652576133092598,-58.46599599996334,5.0,15.0,0.0,-0.002217999193817377,0.0,-6.221682269824669e-05,0.0,-0.0001478124177083373,0.0,0.0,-0.002217999193817377,-0.0001478124177083373,-6.221682269824669e-05,0.0,0.0005377071211114526,-0.000776744622271508,-0.002006753347814083,-0.00014841508527752012,-5.8276924391975626e-05,-1.7210662917932495e-05,0.0,0.0022129053249955177,0.0,6.197766924742609e-05,0.0,0.00014748427201993763,0.0,0.0,0.0022129053249955177,0.00014748427201993763,6.197766924742609e-05,0.0,-0.0005362001247704029,-0.0007777676801197231,0.0020011288579553366,0.00013682097778655589,5.802345913252793e-05,5.921267802477814e-05
1726,7.191666666666666,0.350355966204847,-4.889696960118964,-55.32599657605236,5.0,15.0,0.0,-0.002781340852379799,0.0,-8.32708174129948e-05,0.0,-0.00018542529141996056,0.0,0.0,-0.002781340852379799,-0.00018542529141996056,-8.32708174129948e-05,0.0,0.0006751579348929226,-0.0009648796985857189,-0.0025197274517267942,-0.00018658375483937562,-7.80995178502053e-05,-2.0088233213755302e-05,0.0,0.0027780882082879543,0.0,8.310048724524677e-05,0.0,0.00018520758021622896,0.0,0.0,0.0027780882082879543,0.00018520758021622896,8.310048724524677e-05,0.0,-0.0006740270182490349,-0.000967309926636517,0.0025155064649879932,0.00017140789714176208,7.790030940668657e-05,7.588423613924533e-05
1727,7.195833333333333,0.32951138621274195,-5.113415467656314,-52.034352441189334,5.0,15.0,0.0,-0.0033374037593603134,0.0,2.0606970792869106e-05,0.0,-0.00022253056522458792,0.0,0.0,-0.0033374037593603134,-0.00022253056522458792,2.0606970792869106e-05,0.0,0.0008115387754514813,-0.0011430637678131461,-0.003028708277270198,-0.00021312131138984114,1.936061198648531e-05,-6.44124811515212e-05,0.0,0.0033376032952219248,0.0,0.0001040006463881582,0.0,0.00022243363491725177,0.0,0.0,0.0033376032952219248,0.00022243363491725177,0.0001040006463881582,0.0,-0.0008111795759759843,-0.0011474450584501028,0.0030273674055933952,0.00020560043049044907,9.766133007360622e-05,9.210639109369367e-05
1728,7.2,0.3077636384150776,-5.32311845882603,-48.60008576314758,5.0,15.0,0.0,-0.0038853774312883615,0.0,2.7367728762328625e-05,0.0,-0.0002590776130091399,0.0,0.0,-0.0038853774312883615,-0.0002590776130091399,2.7367728762328625e-05,0.0,0.0009467937634326518,-0.0013092764420434833,-0.0035334876738488674,-0.00024786291760392487,2.5767087208805606e-05,-7.59621398174204e-05,0.0,0.0038852314464747906,0.0,-2.7316518753650598e-05,0.0,0.00025906297378242016,0.0,0.0,0.0038852314464747906,0.00025906297378242016,-2.7316518753650598e-05,0.0,-0.0009462890448048711,-0.001314280554652214,0.0035316040739417076,0.0002526272728573531,-2.570612559793517e-05,5.8124678616877645e-05
1729,7.204166666666667,0.2851723318769117,-5.518231152305475,-45.03260962818053,5.0,15.0,0.0,-0.004425193648785353,0.0,3.402167931199074e-05,0.0,-0.00029494616319425404,0.0,0.0,-0.004425193648785353,-0.00029494616319425404,3.402167931199074e-05,0.0,0.0010810252279043198,-0.0014618351124227047,-0.004034447018057108,-0.0002819873334374279,3.211172224837355e-05,-8.719347533769906e-05,0.0,0.004426250699907541,0.0,0.00014464098785538226,0.0,0.00029502128018066287,0.0,0.0,0.004426250699907541,0.00029502128018066287,0.00014464098785538226,0.0,-0.0010807582875713706,-0.0014679668238386512,0.004033451434224844,0.00027255312306806445,0.0001364546624245122,0.00012269268336240202
1730,7.208333333333333,0.26179938779915074,-5.698218757764046,-41.34170224039997,5.0,15.0,0.0,-0.0049509513191878796,0.0,4.0498736780136824e-05,0.0,-0.0003300159005448222,0.0,0.0,-0.0049509513191878796,-0.0003300159005448222,4.0498736780136824e-05,0.0,0.0012128821108490229,-0.0015972581459209323,-0.004526544362306595,-0.0003153893048875034,3.833326627500355e-05,-9.803464490687475e-05,0.0,0.004953385330736637,0.0,0.00016431271797046065,0.0,0.0003301805118098855,0.0,0.0,0.004953385330736637,0.0003301805118098855,0.00016431271797046065,0.0,-0.001212904928252101,-0.0016045309603214264,0.0045266286469995975,0.000305154244415462,0.0001554533519083634,0.0001368684897897765
1731,7.2124999999999995,0.23770886979689104,-5.862587941685868,-37.53748012040597,5.0,15.0,0.0,-0.005463327281177044,0.0,4.681102291215211e-05,0.0,-0.0003642106312327087,0.0,0.0,-0.005463327281177044,-0.0003642106312327087,4.681102291215211e-05,0.0,0.0013425860088318586,-0.001714422833174467,-0.0050106048583984375,-0.0003479985462035984,4.4446464016800746e-05,-0.00010845356882782653,0.0,0.005467222072184086,0.0,0.0001834879512898624,0.0,0.0003644735552370548,0.0,0.0,0.005467222072184086,0.0003644735552370548,0.0001834879512898624,0.0,-0.0013429285027086735,-0.001722811721265316,0.005011884029954672,0.00033708952832967043,0.0001741397863952443,0.00015018248814158142
1732,7.216666666666667,0.2129668083054524,-6.0108881795630635,-33.630370376599146,5.0,15.0,0.0,-0.0059617250226438046,0.0,5.295518349157646e-05,0.0,-0.00039744810783304274,0.0,0.0,-0.0059617250226438046,-0.00039744810783304274,5.295518349157646e-05,0.0,0.0014700150350108743,-0.0018119273008778691,-0.005486177280545235,-0.00037973985308781266,5.045015495852567e-05,-0.00011841311061289161,0.0,0.00596697349101305,0.0,0.00020214154210407287,0.0,0.0003978003514930606,0.0,0.0,0.00596697349101305,0.0003978003514930606,0.00020214154210407287,0.0,-0.0014706624206155539,-0.0018213357543572783,0.0054885935969650745,0.00036827631993219256,0.00019249468459747732,0.0001625566801521927
1733,7.220833333333333,0.18764101959559662,-6.142712990751752,-29.63108212520952,5.0,15.0,0.0,-0.0064440034329891205,0.0,-0.00022000938770361245,0.0,-0.0004296171246096492,0.0,0.0,-0.0064440034329891205,-0.0004296171246096492,-0.00022000938770361245,0.0,0.001594632863998413,-0.0018880779389292002,-0.005951259285211563,-0.0004316623671911657,-0.00021035387180745602,-4.89272024424281e-05,0.0,0.006450322922319174,0.0,-5.893340494367294e-05,0.0,0.0004300499858800322,0.0,0.0,0.006450322922319174,0.0004300499858800322,-5.893340494367294e-05,0.0,-0.001595527632161975,-0.0018983454210683703,0.005954598542302847,0.0004198854439891875,-5.632338434224948e-05,9.45517240324989e-05
1734,7.225,0.16180091989378975,-6.257701052607569,-25.550577137344863,5.0,15.0,0.0,-0.006909034214913845,0.0,-0.0002373901370447129,0.0,-0.00046063237823545933,0.0,0.0,-0.006909034214913845,-0.00046063237823545933,-0.0002373901370447129,0.0,0.0017161165596917272,-0.0019417089642956853,-0.006404643878340721,-0.0004622040723916143,-0.00022782244195695966,-5.477762533701025e-05,0.0,0.006917225196957588,0.0,-6.470984953921288e-05,0.0,0.0004611689946614206,0.0,0.0,0.006917225196957588,0.0004611689946614206,-6.470984953921288e-05,0.0,-0.0017174695385619998,-0.001952987746335566,0.00640969118103385,0.00045018369564786553,-6.207716069184244e-05,0.00010171173926210031
1735,7.229166666666667,0.13551733511719788,-6.355537190845651,-21.400039793545563,5.0,15.0,0.0,-0.0073556178249418736,0.0,7.020996417850256e-05,0.0,-0.0004904227680526674,0.0,0.0,-0.0073556178249418736,-0.0004904227680526674,7.020996417850256e-05,0.0,0.0018340901006013155,-0.0019718571566045284,-0.006844925694167614,-0.0004688407061621547,6.764013232896104e-05,-0.00014511081099044532,0.0,0.007364816032350063,0.0,-7.02666729921475e-05,0.0,0.0004910380230285227,0.0,0.0,0.007364816032350063,0.0004910380230285227,-7.02666729921475e-05,0.0,-0.0018356980290263891,-0.0019838083535432816,0.006850929465144873,0.00047920510405674577,-6.766952719772235e-05,0.00010880750778596848
1736,7.233333333333333,0.10886230674475146,-6.435953243411574,-17.19084642817182,5.0,15.0,0.0,-0.007782218977808952,0.0,7.55327200749889e-05,0.0,-0.0005188963259570301,0.0,0.0,-0.007782218977808952,-0.0005188963259570301,7.55327200749889e-05,0.0,0.0019480575574561954,-0.001977710984647274,-0.007270258851349354,-0.0004962472594343126,7.305293547688052e-05,-0.00015284132678061724,0.0,0.0077927252277731895,0.0,0.0002704219368752092,0.0,0.0005195984849706292,0.0,0.0,0.0077927252277731895,0.0005195984849706292,0.0002704219368752092,0.0,-0.0019500101916491985,-0.0019903138745576143,0.007277545984834433,0.0004840176843572408,0.00026145303854718804,0.00020119597320444882
1737,7.2375,0.08190889435644388,-6.498728795494935,-12.934534147659551,5.0,15.0,0.0,-0.008187915198504925,0.0,8.062631241045892e-05,0.0,-0.0005459785461425781,0.0,0.0,-0.008187915198504925,-0.0005459785461425781,8.062631241045892e-05,0.0,0.0020576452370733023,-0.0019588801078498363,-0.007679247297346592,-0.0005223824409767985,7.828495290596038e-05,-0.0001599412935320288,0.0,0.008199626579880714,0.0,0.0002857013896573335,0.0,0.000546760973520577,0.0,0.0,0.008199626579880714,0.000546760973520577,0.0002857013896573335,0.0,-0.0020599286071956158,-0.0019720070995390415,0.007687767036259174,0.0005103469011373818,0.00027731581940315664,0.0002078818215522915
1738,7.241666666666666,0.054730975382122814,-6.543691783670949,-8.642769208117002,5.0,15.0,0.0,-0.008571756072342396,0.0,-0.0002997780975420028,0.0,-0.0005715928273275495,0.0,0.0,-0.008571756072342396,-0.0005715928273275495,-0.0002997780975420028,0.0,0.002162443706765771,-0.0019152304157614708,-0.00807036180049181,-0.0005694522405974567,-0.0002921993436757475,-8.32402947708033e-05,0.0,0.008584611117839813,0.0,-8.558113768231124e-05,0.0,0.0005724551156163216,0.0,0.0,0.008584611117839813,0.0005724551156163216,-8.558113768231124e-05,0.0,-0.002165053505450487,-0.0019287510076537728,0.00808009970933199,0.0005579257849603891,-8.339315536431968e-05,0.00012958930165041238
1739,7.245833333333334,0.0274030426085754,-6.57071896751437,-4.327315038925359,5.0,15.0,0.0,-0.00893307663500309,0.0,-0.00031343038426712155,0.0,-0.0005956690292805433,0.0,0.0,-0.00893307663500309,-0.0005956690292805433,-0.00031343038426712155,0.0,0.002262091264128685,-0.0018469342030584812,-0.00844225287437439,-0.0005921442643739283,-0.0003066582139581442,-9.157588647212833e-05,0.0,0.008946430869400501,0.0,-9.020487050293013e-05,0.0,0.0005966057069599628,0.0,0.0,0.008946430869400501,0.0005966057069599628,-9.020487050293013e-05,0.0,-0.0022648749873042107,-0.0018605960067361593,0.008452641777694225,0.0005811323644593358,-8.823254756862298e-05,0.00013629195746034384
1740,7.25,-6.481950068734393e-19,-6.579736267392905,1.023588526816359e-16,5.0,15.0,0.0,-0.009269592352211475,0.0,9.446110925637186e-05,0.0,-0.0006181347416713834,0.0,0.0,-0.009269592352211475,-0.0006181347416713834,9.446110925637186e-05,0.0,0.0023557955864816904,-0.0017541320994496346,-0.008791961707174778,-0.0005924458964727819,9.275435877498239e-05,-0.00017725108773447573,0.0,0.009284786880016327,0.0,-9.458339627599344e-05,0.0,0.0006191539578139782,0.0,0.0,0.009284786880016327,0.0006191539578139782,-9.458339627599344e-05,0.0,-0.0023591029457747936,-0.0017680911114439368,0.008804303593933582,0.0006027185590937734,-9.285262058256194e-05,0.00014285095676314086
1741,7.254166666666666,-0.027403042608567973,-6.570718967514376,4.327315038924187,5.0,15.0,0.0,-0.009580910205841064,0.0,-0.00033807961153797805,0.0,-0.0006389307673089206,0.0,0.0,-0.009580910205841064,-0.0006389307673089206,-0.00033807961153797805,0.0,0.002443225821480155,-0.0016376498388126493,-0.009118256159126759,-0.0006321162800304592,-0.0003331042535137385,-0.00010954885510727763,0.0,0.009597213007509708,0.0,-9.86916056717746e-05,0.0,0.000640016165561974,0.0,0.0,0.009597213007509708,0.000640016165561974,-9.86916056717746e-05,0.0,-0.0024468787014484406,-0.0016516245668753982,0.009131889790296555,0.0006226040422916412,-9.72191701293923e-05,0.00014924260904081166
1742,7.258333333333333,-0.05473097538210802,-6.543691783670969,8.642769208114666,5.0,15.0,0.0,-0.009866496548056602,0.0,-0.00034905155189335346,0.0,-0.0006579945329576731,0.0,0.0,-0.009866496548056602,-0.0006579945329576731,-0.00034905155189335346,0.0,0.002524007810279727,-0.0014985327143222094,-0.009419742040336132,-0.0006492950487881899,-0.0003450021322350949,-0.00011909338354598731,0.0,0.009883619844913483,0.0,0.0003496229473967105,0.0,0.0006591485580429435,0.0,0.0,0.009883619844913483,0.0006591485580429435,0.0003496229473967105,0.0,-0.002527941018342972,-0.0015123519115149975,0.009434417821466923,0.0006228424608707428,0.0003455056867096573,0.0002222749899374321
1743,7.2625,-0.08190889435643656,-6.49872879549495,12.934534147658391,5.0,15.0,0.0,-0.010125433094799519,0.0,-0.00035908649442717433,0.0,-0.0006752715562470257,0.0,0.0,-0.010125433094799519,-0.0006752715562470257,-0.00035908649442717433,0.0,0.0025976691395044327,-0.0013380348682403564,-0.009694647043943405,-0.0006645437679253519,-0.00035593740176409483,-0.00012893795792479068,0.0,0.010143683291971684,0.0,-0.00010610645404085517,0.0,0.000676496943924576,0.0,0.0,0.010143683291971684,0.000676496943924576,-0.00010610645404085517,0.0,-0.002601963933557272,-0.0013516166945919394,0.009710676036775112,0.0006571052363142371,-0.00010516028123674914,0.00016143341781571507
1744,7.266666666666667,-0.10886230674475146,-6.435953243411574,17.19084642817182,5.0,15.0,0.0,-0.010356751270592213,0.0,-0.0003681521338876337,0.0,-0.0006907195784151554,0.0,0.0,-0.010356751270592213,-0.0006907195784151554,-0.0003681521338876337,0.0,0.0026637220289558172,-0.001157681574113667,-0.00994115974754095,-0.000677834905218333,-0.00036584489862434566,-0.00013902121281716973,0.0,0.010375898331403732,0.0,0.0003687965509016067,0.0,0.0006920061423443258,0.0,0.0,0.010375898331403732,0.0006920061423443258,0.0003687965509016067,0.0,-0.002668323926627636,-0.0011708637466654181,0.009958332404494286,0.0006576554733328521,0.0003664409159682691,0.00021930280490778387
1745,7.270833333333333,-0.13551733511719788,-6.355537190845651,21.400039793545563,5.0,15.0,0.0,-0.010559633374214172,0.0,-0.00037622154923155904,0.0,-0.0007042856886982918,0.0,0.0,-0.010559633374214172,-0.0007042856886982918,-0.00037622154923155904,0.0,0.0027217301540076733,-0.0009592804708518088,-0.010157648473978043,-0.0006891335942782462,-0.00037466592038981616,-0.00014926939911674708,0.0,0.01057980302721262,0.0,0.0003769029281102121,0.0,0.000705633545294404,0.0,0.0,0.01057980302721262,0.000705633545294404,0.0003769029281102121,0.0,-0.0027266712859272957,-0.0009719494264572859,0.010176090523600578,0.0006726279971189797,0.00037530905683524907,0.000216076776268892
1746,7.2749999999999995,-0.16180091989378265,-6.257701052607598,25.550577137343744,5.0,15.0,0.0,-0.010734107345342636,0.0,-0.0003832982329186052,0.0,-0.0007159369415603578,0.0,0.0,-0.010734107345342636,-0.0007159369415603578,-0.0003832982329186052,0.0,0.0027714890893548727,-0.000744951015803963,-0.010343353264033794,-0.0006984268547967076,-0.00038237404078245163,-0.00015960322343744338,0.0,0.010755127295851707,0.0,0.0003840107237920165,0.0,0.0007173385238274932,0.0,0.0,0.010755127295851707,0.0007173385238274932,0.0003840107237920165,0.0,-0.0027767252177000046,-0.0007569714798592031,0.010362893342971802,0.0006859006243757904,0.00038305838825181127,0.0002117672993335873
1747,7.279166666666667,-0.18764101959558968,-6.142712990751786,29.631082125208422,5.0,15.0,0.0,-0.01087933499366045,0.0,0.00011737023305613548,0.0,-0.0007256371318362653,0.0,0.0,-0.01087933499366045,-0.0007256371318362653,0.00011737023305613548,0.0,0.0028125953394919634,-0.0005169265205040574,-0.010496762581169605,-0.0006994683062657714,0.00011723766510840505,-0.00019319524290040135,0.0,0.010900968685746193,0.0,0.00039008830208331347,0.0,0.0007270913920365274,0.0,0.0,0.010900968685746193,0.0007270913920365274,0.00039008830208331347,0.0,-0.0028180612716823816,-0.000528171774931252,0.010517161339521408,0.0006974246352910995,0.00038963014958426356,0.0002064413420157507
1748,7.283333333333333,-0.2129668083054456,-6.010888179563102,33.63037037659807,5.0,15.0,0.0,-0.01099471841007471,0.0,-0.00039436688530258834,0.0,-0.0007333519170060754,0.0,0.0,-0.01099471841007471,-0.0007333519170060754,-0.00039436688530258834,0.0,0.002844730392098427,-0.00027769795269705355,-0.010616695508360863,-0.000710941618308425,-0.0003942410694435239,-0.00018018389528151602,0.0,0.01101711392402649,0.0,-0.00011970197374466807,0.0,0.0007348527433350682,0.0,0.0,0.01101711392402649,0.0007348527433350682,-0.00011970197374466807,0.0,-0.0028504598885774612,-0.00028806590125896037,0.01063807774335146,0.0007106233388185501,-0.00011966104648308828,0.00018717038619797677
1749,7.2875,-0.2377088697968844,-5.862587941685911,37.53748012040492,5.0,15.0,0.0,-0.011080068536102772,0.0,0.00012133011477999389,0.0,-0.0007390649407170713,0.0,0.0,-0.011080068536102772,-0.0007390649407170713,0.00012133011477999389,0.0,0.0028677189256995916,-2.9899329092586413e-05,-0.010702486149966717,-0.0007137972279451787,0.00012132967094657943,-0.00019160010560881346,0.0,0.011103218421339989,0.0,0.0003991230041719973,0.0,0.0007406117510981858,0.0,0.0,0.011103218421339989,0.0007406117510981858,0.0003991230041719973,0.0,-0.0028737031389027834,-3.9286936953430995e-05,0.010724819265305996,0.00071501056663692,0.00039912050124257803,0.00019304832676425576
1750,7.291666666666667,-0.26179938779915074,-5.698218757764046,41.34170224039997,5.0,15.0,0.0,-0.011135305278003216,0.0,0.0001228636538144201,0.0,-0.0007427561213262379,0.0,0.0,-0.011135305278003216,-0.0007427561213262379,0.0001228636538144201,0.0,0.0028814433608204126,0.0002236926811747253,-0.010753709822893143,-0.0007180862012319267,0.0001228388719027862,-0.00018985509814228863,0.0,0.011159077286720276,0.0,0.0004020606866106391,0.0,0.0007443423382937908,0.0,0.0,0.011159077286720276,0.0007443423382937908,0.0004020606866106391,0.0,-0.0028876406140625477,0.00021538093278650194,0.01077683363109827,0.0007209880277514458,0.00040198577335104346,0.00018515402916818857
1751,7.295833333333333,-0.2851723318769055,-5.518231152305526,45.03260962817954,5.0,15.0,0.0,-0.011160099878907204,0.0,0.00012409409100655466,0.0,-0.0007444176007993519,0.0,0.0,-0.011160099878907204,-0.0007444176007993519,0.00012409409100655466,0.0,0.002885767724364996,0.0004802235634997487,-0.010769844986498356,-0.000720434298273176,0.0001239791454281658,-0.00018751135212369263,0.0,0.011184285394847393,0.0,-0.00012432005314622074,0.0,0.0007460376946255565,0.0,0.0,0.011184285394847393,0.0007460376946255565,-0.00012432005314622074,0.0,-0.0028921118937432766,0.0004730552900582552,0.010793523862957954,0.0007192562334239483,-0.00012420878920238465,0.0001981676323339343
1752,7.3,-0.30776363841507154,-5.323118458826085,48.60008576314663,5.0,15.0,0.0,-0.011154181323945522,0.0,-0.0004038724291604012,0.0,-0.0007440369226969779,0.0,0.0,-0.011154181323945522,-0.0007440369226969779,-0.0004038724291604012,0.0,0.002880606334656477,0.0007367481011897326,-0.010750584304332733,-0.0007117802160792053,-0.00040299046668224037,-0.0002183379838243127,0.0,0.011178909800946712,0.0,0.0004047242400702089,0.0,0.0007456876919604838,0.0,0.0,0.011178909800946712,0.0007456876919604838,0.0004047242400702089,0.0,-0.002887122333049774,0.0007307970663532615,0.010774901136755943,0.0007271268405020237,0.00040385848842561245,0.00016744149615988135
1753,7.304166666666666,-0.3295113862127362,-5.113415467656373,52.034352441188425,5.0,15.0,0.0,-0.011117867194116116,0.0,0.00012563623022288084,0.0,-0.0007416205480694771,0.0,0.0,-0.011117867194116116,-0.0007416205480694771,0.00012563623022288084,0.0,0.0028660737443715334,0.0009903317550197244,-0.010696346871554852,-0.000719247036613524,0.0001251368084922433,-0.0001811354886740446,0.0,0.011143751442432404,0.0,0.0004044791276101023,0.0,0.0007433026330545545,0.0,0.0,0.011143751442432404,0.0007433026330545545,0.0004044791276101023,0.0,-0.002872906159609556,0.0009857135592028499,0.010721845552325249,0.0007272352813743055,0.00040289366734214127,0.00015782180707901716
1754,7.308333333333334,-0.350355966204847,-4.889696960118964,55.32599657605236,5.0,15.0,0.0,-0.011051329784095287,0.0,-0.0004022320208605379,0.0,-0.000737172900699079,0.0,0.0,-0.011051329784095287,-0.000737172900699079,-0.0004022320208605379,0.0,0.0028422849718481302,0.0012380677508190274,-0.010607567615807056,-0.0007003915961831808,-0.0003996999585069716,-0.0002343202941119671,0.0,0.011077499017119408,0.0,0.00040314061334356666,0.0,0.0007388756494037807,0.0,0.0,0.011077499017119408,0.0007388756494037807,0.00040314061334356666,0.0,-0.0028491977136582136,0.0012347596930339932,0.01063336431980133,0.0007253295043483377,0.00040062834159471095,0.00014782973448745906
1755,7.3125,-0.37024024484652945,-4.652576133092598,58.46599599996334,5.0,15.0,0.0,-0.010954487137496471,0.0,0.00012595116277225316,0.0,-0.0007307070191018283,0.0,0.0,-0.010954487137496471,-0.0007307070191018283,0.00012595116277225316,0.0,0.0028093343134969473,0.0014770637499168515,-0.01048459392040968,-0.000710204360075295,0.00012480095028877258,-0.0001727164926705882,0.0,0.010980065912008286,0.0,0.0004007017705589533,0.0,0.0007324187317863107,0.0,0.0,0.010980065912008286,0.0007324187317863107,0.0004007017705589533,0.0,-0.0028160891961306334,0.0014749764231964946,0.010509802028536797,0.0007213936769403517,0.0003970699617639184,0.00013757063425146043
1756,7.316666666666666,-0.38910972071217176,-4.4027029182820305,61.445744192760024,5.0,15.0,0.0,-0.010827410034835339,0.0,0.00012563972268253565,0.0,-0.000722235650755465,0.0,0.0,-0.010827410034835339,-0.000722235650755465,0.00012563972268253565,0.0,0.002767394296824932,0.00170449772849679,-0.01032806932926178,-0.0007027452811598778,0.0001240731216967106,-0.00016782330931164324,0.0,0.010853949002921581,0.0,-0.0001259027631022036,0.0,0.0007239644764922559,0.0,0.0,0.010853949002921581,0.0007239644764922559,-0.0001259027631022036,0.0,-0.0027743757236748934,0.0017038522055372596,0.010354126803576946,0.0006941806641407311,-0.00012434180825948715,0.00020646629855036736
1757,7.320833333333333,-0.4069126738800273,-4.140762200800585,64.2570738717657,5.0,15.0,0.0,-0.010671639814972878,0.0,0.00012502839672379196,0.0,-0.0007117934292182326,0.0,0.0,-0.010671639814972878,-0.0007117934292182326,0.00012502839672379196,0.0,0.0027170476969331503,0.0019179161172360182,-0.010140174999833107,-0.0006933554541319609,0.00012299262743908912,-0.00016252088244073093,0.0,0.010697033256292343,0.0,0.0003927060461137444,0.0,0.0007135196938179433,0.0,0.0,0.010697033256292343,0.0007135196938179433,0.0003927060461137444,0.0,-0.0027237068861722946,0.0019183713011443615,0.010165028274059296,0.0007074348977766931,0.0003863393794745207,0.000116645336674992
